Id,Label,occ_field,weighted_avg_income,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,eigencentrality,stat_inf_class
4210,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Grounds Cleaning and Maintenance,20805.899699,7,11,15,26,79734.62,49307.91,129042.53,4,0.465681,0.48715,104.090057,0.008067,0.013062,0.000838,0.046917,109
5150,Procurement Clerks,Office and Administrative Support,45364.215963,7,10,18,28,46249.87,40015.94,86265.81,4,0.446809,0.474679,6.964446,0.010662,0.017229,0.000711,0.066541,20
3310,Dental Hygienists,Healthcare Practitioners and Technicians,44593.007698,0,25,28,53,444884.47,346175.58,791060.05,3,0.47779,0.505669,22.990399,0.022426,0.027099,0.001323,0.149229,64
5165,"Financial Clerks, nec",Office and Administrative Support,48491.432499,7,29,27,56,178037.38,129914.71,307952.09,3,0.472163,0.500756,18.541768,0.025781,0.024424,0.001442,0.1769,33
7950,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production,25175.443033,7,25,27,52,75959.07,82868.69,158827.76,4,0.467656,0.49811,40.625141,0.016411,0.017072,0.001348,0.100287,146
1410,Electrical and Electronics Engineers,Architecture and Engineering,82494.510524,3,19,18,37,70661.53,84421.28,155082.81,4,0.433628,0.463908,153.235536,0.012647,0.008029,0.001323,0.074742,69
3250,Veterinarians,Healthcare Practitioners and Technicians,78638.047257,0,25,2,27,89060.79,4138.25,93199.04,5,0.363262,0.381859,20.77082,0.020317,0.001145,0.001595,0.147164,44
8610,Stationary Engineers and Boiler Operators,Production,47582.971555,7,9,6,15,16391.45,8659.26,25050.71,4,0.361475,0.380008,7.187657,0.005447,0.00163,0.000725,0.039862,135
5500,Cargo and Freight Agents,Office and Administrative Support,36613.913068,7,13,17,30,36209.58,55023.72,91233.3,4,0.445905,0.473167,5.282033,0.015212,0.015547,0.000772,0.093158,9
1230,Statisticians,Computer and Mathematical,55765.045871,3,7,10,17,17668.32,21199.8,38868.12,4,0.433202,0.457294,6.149058,0.00594,0.007748,0.000636,0.033617,86
5030,"Communications Equipment Operators, All Other",Office and Administrative Support,32992.77729,7,16,8,24,29672.82,21221.71,50894.53,4,0.446809,0.467498,2.265698,0.016654,0.00768,0.000914,0.108582,9
6330,"Drywall Installers, Ceiling Tile Installers, and Tapers",Construction,22599.488818,7,9,13,22,30522.06,33099.33,63621.39,4,0.463722,0.484505,94.145942,0.007157,0.009814,0.000774,0.038847,166
1710,Atmospheric and Space Scientists,"Life, Physical, and Social Science",69742.671006,5,6,5,11,15403.35,6449.5,21852.85,4,0.403846,0.425737,2.27494,0.003931,0.003129,0.000753,0.032826,43
3610,Occupational Therapy Assistants and Aides,Healthcare Support,38841.335234,4,12,7,19,90626.45,54433.45,145059.9,4,0.407579,0.431217,3.721991,0.011395,0.005011,0.000793,0.067174,44
5130,Gaming Cage Workers,Office and Administrative Support,27538.536443,7,13,16,29,43364.38,19999.23,63363.61,4,0.453704,0.478647,12.201598,0.017434,0.013692,0.000764,0.107055,73
5540,Postal Service Clerks,Office and Administrative Support,44233.12762,6,24,19,43,227848.11,133857.26,361705.37,4,0.472669,0.495843,11.053204,0.024124,0.017911,0.00123,0.156301,160
9600,Industrial Truck and Tractor Operators,Transportation and Material Moving,30787.485918,7,25,30,55,162913.54,160712.45,323625.99,4,0.483023,0.511716,181.942271,0.019946,0.021435,0.001504,0.12951,68
900,Financial Examiners,Financial Specialists,69596.071163,1,7,6,13,11951.8,32505.87,44457.67,4,0.361179,0.380008,1.230581,0.004639,0.002754,0.000581,0.020962,25
9030,Aircraft Pilots and Flight Engineers,Transportation and Material Moving,88593.659805,7,6,5,11,29894.17,25051.16,54945.33,4,0.389576,0.411943,1.825501,0.004232,0.003813,0.000524,0.013004,15
3000,Chiropractors,Healthcare Practitioners and Technicians,58510.957767,0,9,8,17,59761.69,25300.37,85062.06,4,0.388204,0.412698,5.84525,0.006031,0.005672,0.001182,0.042678,81
4530,"Baggage Porters, Bellhops, and Concierges",Personal Care and Service,24406.710467,7,24,22,46,102568.24,84563.98,187132.22,4,0.457469,0.486584,10.73081,0.023269,0.019432,0.001211,0.151899,53
7720,"Electrical, Electronics, and Electromechanical Assemblers",Production,29201.919112,7,53,82,135,364296.33,419549.17,783845.5,4,0.523753,0.577664,558.863021,0.038119,0.05157,0.002576,0.260094,125
7830,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production,23068.121344,7,10,9,19,16780.66,29815.03,46595.69,4,0.442327,0.464475,3.835783,0.007987,0.007219,0.000727,0.042113,142
3710,First-Line Supervisors of Police and Detectives,Protective Service,67787.093234,6,10,12,22,38136.83,42111.75,80248.58,4,0.426912,0.45257,202.800632,0.006608,0.00852,0.000847,0.036659,109
1320,Aerospace Engineers,Architecture and Engineering,84219.146878,3,13,8,21,64546.03,37959.26,102505.29,4,0.365066,0.38681,14.218204,0.006079,0.001815,0.001145,0.036864,69
5900,"Office Machine Operators, Except Computer",Office and Administrative Support,23158.172732,7,31,33,64,111728.56,100601.46,212330.02,4,0.480392,0.511527,24.234129,0.031881,0.032069,0.001582,0.219768,51
1920,Chemical Technicians,"Life, Physical, and Social Science",43808.528913,5,22,23,45,105769.92,90992.57,196762.49,4,0.46519,0.493008,59.074035,0.018649,0.018755,0.001331,0.122033,84
2800,Announcers,"Arts, Design, Entertainment, Sports, and Media",38403.919136,5,11,13,24,57706.43,30595.9,88302.33,4,0.443216,0.468065,3.374578,0.009673,0.011578,0.000744,0.055867,85
2900,"Broadcast and Sound Engineering Technicians and Radio Operators, and media and communication equipment workers, all other","Arts, Design, Entertainment, Sports, and Media",36874.29004,5,19,13,32,60460.46,47061.25,107521.71,4,0.447716,0.471466,15.488638,0.016692,0.010852,0.001075,0.105454,62
1200,Actuaries,Computer and Mathematical,97935.05069,3,9,3,12,31950.79,36054.35,68005.14,4,0.3675,0.384165,7.891719,0.005404,0.001338,0.001442,0.030086,86
2750,"Musicians, Singers, and Related Workers","Arts, Design, Entertainment, Sports, and Media",17346.636389,5,30,39,69,246097.63,218921.56,465019.19,4,0.486755,0.521164,39.819386,0.028294,0.034539,0.001495,0.189718,40
6600,"Helpers, Construction Trades",Construction,21375.373886,7,11,12,23,27206.43,31685.48,58891.91,4,0.442327,0.466553,187.179403,0.00892,0.005366,0.001008,0.048762,169
7900,Computer Control Programmers and Operators,Production,37341.90287,7,13,10,23,27359.12,30704.74,58063.86,4,0.421203,0.446523,49.74351,0.007647,0.006476,0.000916,0.048358,173
9410,Transportation Inspectors,Transportation and Material Moving,39487.287662,7,9,12,21,27864.1,29083.52,56947.62,4,0.453704,0.475435,7.557177,0.009433,0.007981,0.000658,0.04847,57
1400,Computer Hardware Engineers,Architecture and Engineering,77759.737581,3,14,11,25,46943.48,30212.83,77156.31,4,0.407202,0.434051,45.768129,0.004848,0.003943,0.001336,0.024934,69
1420,Environmental Engineers,Architecture and Engineering,92246.469421,3,9,10,19,17220.05,40363.57,57583.62,4,0.366889,0.392101,22.096654,0.005117,0.003196,0.00088,0.028046,69
1450,Materials Engineers,Architecture and Engineering,79422.690109,3,7,8,15,15779.88,17429.32,33209.2,5,0.375639,0.399055,4.735077,0.004308,0.002025,0.000759,0.020703,69
6440,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction,41843.855747,7,13,14,27,42319.3,29521.85,71841.15,4,0.445005,0.470522,185.950287,0.00647,0.007524,0.001278,0.036159,169
1440,Marine Engineers and Naval Architects,Architecture and Engineering,81009.180431,3,4,0,4,4206.93,0,4206.93,0,0,0,0,0.003404,0,0.000507,0.010151,69
4400,Gaming Services Workers,Personal Care and Service,34963.914049,7,28,30,58,145438.24,167106.39,312544.63,4,0.482495,0.511338,531.171469,0.026036,0.025937,0.001641,0.173882,171
4930,Sales Engineers,Sales and Related,72167.358306,2,5,7,12,10816.43,11722.35,22538.78,4,0.434055,0.455971,4.15159,0.004733,0.006397,0.000582,0.035926,29
3700,First-Line Supervisors of Correctional Officers,Protective Service,54172.394283,6,7,5,12,43092.29,30551.02,73643.31,4,0.404959,0.426871,7.498998,0.004648,0.00358,0.000626,0.020866,109
6120,Forest and Conservation Workers,"Farming, Fisheries, and Forestry",27961.265507,7,10,6,16,40527.36,12764.16,53291.52,4,0.398374,0.421013,17.169109,0.005577,0.004685,0.000849,0.025402,106
3120,Podiatrists,Healthcare Practitioners and Technicians,55483.243396,0,7,3,10,9004.85,11103.33,20108.18,4,0.384817,0.404384,1.072428,0.003637,0.002741,0.000917,0.022736,44
4340,Animal Trainers,Personal Care and Service,25423.725523,7,20,18,38,151537.33,106755.35,258292.68,4,0.460815,0.486395,12.66105,0.01967,0.016144,0.001151,0.130295,171
1700,Astronomers and Physicists,"Life, Physical, and Social Science",94332.999055,5,4,3,7,4316.26,2615.14,6931.4,5,0.335106,0.348791,0.744672,0.005405,0.001523,0.000462,0.025919,43
1830,Urban and Regional Planners,"Life, Physical, and Social Science",68263.350932,5,7,6,13,39138.14,27380.38,66518.52,4,0.416431,0.439153,4.228925,0.006538,0.004341,0.000627,0.037473,104
9310,Ship and Boat Captains and Operators,Transportation and Material Moving,41343.416789,7,6,3,9,13592.65,8174.48,21767.13,4,0.362366,0.378118,3.670823,0.005396,0.001504,0.000576,0.026855,131
6765,"Construction workers, nec",Construction,15621.78736,7,11,7,18,24269.73,11996.92,36266.65,4,0.429825,0.452192,18.188284,0.008541,0.004337,0.000864,0.046396,169
9630,Machine Feeders and Offbearers,Transportation and Material Moving,21808.498784,7,20,19,39,79199.83,70589.64,149789.47,4,0.475216,0.497354,19.052855,0.017886,0.01665,0.001126,0.114559,79
1900,Agricultural and Food Science Technicians,"Life, Physical, and Social Science",39061.48604,5,17,13,30,35264.14,42238.03,77502.17,4,0.445005,0.469766,28.250889,0.013294,0.008618,0.001065,0.083135,84
8810,Painting Workers and Dyers,Production,25890.986922,7,31,36,67,86610.8,67993.06,154603.86,4,0.485683,0.517574,187.491277,0.018236,0.023914,0.001721,0.117763,169
7100,"Electrical and electronics repairers, transportation equipment, and industrial and utility","Installation, Maintenance, and Repair",42216.812141,3,6,3,9,6016.06,6365.14,12381.2,4,0.354217,0.369426,25.932315,0.003709,0.001069,0.00083,0.028756,174
8640,"Chemical Processing Machine Setters, Operators, and Tenders",Production,40555.892229,7,9,14,23,15494.37,25309.73,40804.1,4,0.442327,0.468254,14.332928,0.007759,0.007772,0.000682,0.043275,142
2740,Dancers and Choreographers,"Arts, Design, Entertainment, Sports, and Media",17800.689205,5,24,23,47,133230.1,59382.26,192612.36,4,0.461297,0.490363,11.606164,0.02164,0.019866,0.001263,0.145803,87
6040,"Graders and Sorters, Agricultural Products","Farming, Fisheries, and Forestry",21696.015112,7,28,40,68,187817.55,167264.74,355082.29,3,0.502851,0.532124,198.645496,0.024604,0.032013,0.001414,0.155343,61
3520,"Opticians, Dispensing",Healthcare Practitioners and Technicians,29330.308513,0,26,30,56,149946.72,113201.97,263148.69,4,0.479348,0.508881,35.679648,0.024826,0.024832,0.001291,0.159355,135
4500,Barbers,Personal Care and Service,13806.158319,7,17,11,28,107570.88,74806.74,182377.62,4,0.423225,0.44898,3.52821,0.015353,0.008586,0.001,0.09971,171
5200,Brokerage Clerks,Office and Administrative Support,34003.963447,1,9,8,17,14928.95,21020.57,35949.52,4,0.425265,0.448602,0.808609,0.01046,0.007795,0.000621,0.058875,96
4460,Funeral Service Workers and Embalmers,Personal Care and Service,35118.380234,7,13,11,24,76437.64,34028.68,110466.32,4,0.427326,0.452759,3.553732,0.010932,0.010307,0.000847,0.065852,171
7430,Precision Instrument and Equipment Repairers,"Installation, Maintenance, and Repair",31666.188749,3,10,10,20,26857.69,18285.93,45143.62,4,0.434911,0.458617,30.661474,0.006102,0.004639,0.000922,0.033307,174
4140,Dishwashers,Food Preparation and Serving,13759.858737,7,33,38,71,365957.4,168702.13,534659.53,4,0.498305,0.528156,76.701819,0.032103,0.035782,0.001543,0.205451,104
4420,"Ushers, Lobby Attendants, and Ticket Takers",Personal Care and Service,10118.47695,7,26,27,53,146086.78,68742.39,214829.17,4,0.481967,0.508125,10.738722,0.025203,0.027442,0.001276,0.163899,82
9360,Automotive and Watercraft Service Attendants,Transportation and Material Moving,22010.979574,7,16,26,42,58747.43,72527.93,131275.36,4,0.478308,0.504913,26.582821,0.015318,0.024606,0.000949,0.091383,110
6220,"Brickmasons, Blockmasons, and Stonemasons",Construction,14351.341984,7,3,3,6,6106.43,5674.08,11780.51,4,0.409851,0.429705,0.015625,0.003804,0.003435,0.000413,0.013855,154
9560,"Conveyor operators and tenders, and hoist and winch operators",Transportation and Material Moving,26444.224664,5,3,3,6,5134.03,2755.45,7889.48,4,0.376923,0.395692,0.102244,0.002797,0.002017,0.000451,0.020116,57
5910,Proofreaders and Copy Markers,Office and Administrative Support,23307.635809,7,14,20,34,50890.21,40247.1,91137.31,4,0.476757,0.499055,2.2842,0.016434,0.0216,0.000827,0.105008,17
6010,Agricultural Inspectors,"Farming, Fisheries, and Forestry",59103.152469,4,4,9,13,11145.49,41235.35,52380.84,4,0.426499,0.45068,6.315473,0.002447,0.005952,0.000511,0.018853,106
8410,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Production,20543.063889,7,15,17,32,25884.39,35901.4,61785.79,4,0.455108,0.480915,63.000685,0.013071,0.010482,0.000944,0.078214,135
7510,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair",22144.81772,3,17,12,29,39577.62,19648.69,59226.31,4,0.416824,0.443311,515.009009,0.008872,0.005337,0.00145,0.053933,174
8450,Upholsterers,Production,15436.563742,7,14,9,23,47744.07,18353.24,66097.31,4,0.425676,0.449358,9.191932,0.009679,0.006109,0.000921,0.055112,60
8460,"Textile, Apparel, and Furnishings workers, nec",Production,25039.780025,7,19,12,31,63949.77,35876.69,99826.46,4,0.426499,0.452948,10.520205,0.013586,0.00804,0.001103,0.082615,135
8030,Machinists,Production,29500.099636,7,24,31,55,95141.24,81418.8,176560.04,4,0.466667,0.500378,175.385935,0.01401,0.016051,0.00144,0.089095,164
5560,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Office and Administrative Support,41907.90962,6,19,19,38,132275.03,138966.38,271241.41,4,0.466173,0.490552,7.929077,0.018673,0.018838,0.001034,0.120117,78
7610,"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair",20761.05413,7,7,3,10,14107.19,12849.9,26957.09,4,0.408333,0.42876,2.968397,0.00554,0.002744,0.000687,0.025992,174
7810,"Butchers and Other Meat, Poultry, and Fish Processing Workers",Production,24642.169586,7,55,53,108,368726.68,254418.12,623144.8,4,0.502278,0.542328,609.876151,0.032412,0.032598,0.002956,0.217612,120
8500,Cabinetmakers and Bench Carpenters,Production,22132.079153,7,10,8,18,34729.32,20251.03,54980.35,4,0.411381,0.435185,1.809432,0.009497,0.005033,0.000686,0.053006,68
9350,Parking Lot Attendants,Transportation and Material Moving,18318.119995,7,20,15,35,54399.86,41952.88,96352.74,4,0.462264,0.484505,8.919541,0.020462,0.013396,0.001086,0.131488,154
6100,Fishing and hunting workers,"Farming, Fisheries, and Forestry",19583.068243,7,9,7,16,15849.19,8099.39,23948.58,4,0.421606,0.444444,15.48523,0.006684,0.006452,0.000769,0.033786,106
3040,Optometrists,Healthcare Practitioners and Technicians,89419.382135,0,10,6,16,54985.45,32898.18,87883.63,4,0.399457,0.422714,3.253182,0.007244,0.004256,0.001211,0.052177,44
3140,Audiologists,Healthcare Practitioners and Technicians,54869.772726,0,5,6,11,28771.39,19079.26,47850.65,4,0.398734,0.421391,0.959094,0.002276,0.004657,0.000784,0.026585,44
3200,Radiation Therapists,Healthcare Practitioners and Technicians,63338.629404,0,6,5,11,36504.82,17534.28,54039.1,4,0.365066,0.384354,1.099515,0.004262,0.002926,0.000602,0.020205,44
3220,Respiratory Therapists,Healthcare Practitioners and Technicians,54136.565534,0,20,14,34,261132.49,83717.91,344850.4,4,0.446356,0.471844,50.836905,0.015965,0.009526,0.00122,0.102494,44
8710,Cutting Workers,Production,19167.170973,7,30,27,57,93043.84,75813.69,168857.53,4,0.478308,0.506047,68.459506,0.018908,0.019867,0.00158,0.120298,129
8950,Helpers--Production Workers,Production,18953.203737,7,19,16,35,114847.21,55211.09,170058.3,4,0.453704,0.479025,13.378405,0.01933,0.013235,0.000986,0.119524,126
9420,"Transportation workers, nec",Transportation and Material Moving,47425.429869,7,6,6,12,21533.48,16566.34,38099.82,4,0.407956,0.43065,0.373505,0.006135,0.004988,0.000562,0.041292,127
8000,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,24833.659311,7,18,21,39,48625.27,48459.69,97084.96,4,0.4647,0.491497,43.255009,0.012613,0.015592,0.001158,0.079283,161
9200,Locomotive Engineers and Operators,Transportation and Material Moving,49109.429989,7,7,5,12,10245.83,9000.04,19245.87,4,0.396226,0.417989,5.318744,0.004916,0.003112,0.000745,0.035884,131
3750,Fire Inspectors,Protective Service,39011.893768,6,7,3,10,21448.83,14054.5,35503.33,4,0.362963,0.378685,1.821671,0.008521,0.001583,0.000577,0.047647,30
8100,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",Production,24213.835236,7,18,19,37,48021.42,29239.06,77260.48,4,0.448171,0.476568,48.984855,0.015137,0.011406,0.001097,0.095324,125
8400,"Textile bleaching and dyeing, and cutting machine setters, operators, and tenders",Production,18705.361944,7,8,13,21,10725.89,17602.19,28328.08,4,0.439243,0.464853,5.062534,0.007055,0.008351,0.000636,0.048228,146
9150,"Motor Vehicle Operators, All Other",Transportation and Material Moving,21427.033098,7,14,13,27,89346.09,58946.3,148292.39,4,0.45842,0.47997,4.998044,0.01515,0.012381,0.000851,0.092646,171
9260,"Subway, Streetcar, and Other Rail Transportation Workers",Transportation and Material Moving,46568.672098,7,4,2,6,8785.25,4918.08,13703.33,4,0.360884,0.375472,0.080563,0.003372,0.001323,0.000489,0.023631,57
9720,Refuse and Recyclable Material Collectors,Transportation and Material Moving,19735.759889,7,14,9,23,57526.69,32118.52,89645.21,4,0.438806,0.461262,3.63873,0.016021,0.008099,0.000806,0.095257,57
5340,New Account Clerks,Office and Administrative Support,34414.889301,7,15,19,34,55865.33,52379.11,108244.44,4,0.45,0.478458,2.353065,0.01759,0.017307,0.000861,0.110451,38
7260,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers, nec","Installation, Maintenance, and Repair",22667.623433,3,3,4,7,2696.48,8071.45,10767.93,5,0.352518,0.367876,2.983074,0.003255,0.000865,0.000437,0.010499,174
8850,Adhesive Bonding Machine Operators and Tenders,Production,23960.296564,7,12,12,24,35982.15,18113.98,54096.13,4,0.445455,0.469199,9.191297,0.010617,0.009329,0.000803,0.061138,126
3720,First-Line Supervisors of Fire Fighting and Prevention Workers,Protective Service,83533.047631,6,3,5,8,11521.37,16845.84,28367.21,4,0.394102,0.415533,1.700545,0.002129,0.003049,0.000449,0.001424,109
5530,"Meter Readers, Utilities",Office and Administrative Support,35148.65265,7,11,3,14,21791.47,4976.85,26768.32,4,0.384481,0.403439,0.8147,0.009821,0.00246,0.000759,0.059458,174
6400,Insulation Workers,Construction,40544.989763,7,7,4,11,17276.96,17890.95,35167.91,4,0.36,0.376039,17.436296,0.004369,0.001301,0.00075,0.032096,169
6460,Plasterers and Stucco Masons,Construction,28081.449865,7,4,2,6,9535.33,3512.49,13047.82,5,0.335361,0.346221,2.181612,0.004274,0.00045,0.000466,0.015409,169
8510,Furniture Finishers,Production,20370.731189,7,11,9,20,27743.49,11174.79,38918.28,4,0.436634,0.459184,2.814293,0.0074,0.006805,0.000733,0.038306,104
8550,"Woodworkers including model makers and patternmakers, nec",Production,16558.44663,7,8,10,18,12509.62,9565.96,22075.58,4,0.434911,0.458995,1.484525,0.007029,0.007875,0.000662,0.049059,78
8930,"Paper Goods Machine Setters, Operators, and Tenders",Production,24431.388823,7,13,14,27,35831.82,25277.01,61108.83,4,0.441884,0.468065,4.973759,0.010732,0.009542,0.000795,0.05748,105
8530,"Sawing Machine Setters, Operators, and Tenders, Wood",Production,22770.266242,7,8,10,18,12720.83,13163.78,25884.61,4,0.443662,0.466175,1.872024,0.007727,0.007739,0.000614,0.04054,78
4750,Parts Salespersons,Sales and Related,31034.576992,2,16,16,32,133288.78,69566.63,202855.41,4,0.468153,0.489796,27.103362,0.017299,0.016217,0.000892,0.105903,29
8540,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production,19685.453814,7,8,15,23,25230.68,21367.58,46598.26,4,0.439681,0.466364,9.00602,0.006139,0.009225,0.000629,0.02949,142
6520,"Sheet Metal Workers, metal-working",Construction,35003.720441,7,12,12,24,34922.28,32912.51,67834.79,4,0.440559,0.46542,300.487142,0.009833,0.005326,0.0013,0.056132,169
6730,Highway Maintenance Workers,Construction,23588.46099,7,7,5,12,12212.86,15653.97,27866.83,4,0.418406,0.440098,61.907248,0.00539,0.002338,0.000836,0.024487,169
7120,Electronic Home Entertainment Equipment Installers and Repairers,"Installation, Maintenance, and Repair",33585.41292,3,3,6,9,10254.72,10546.31,20801.03,4,0.431929,0.452759,555.140492,0.001632,0.004144,0.000845,0.010699,174
7850,Food Cooking Machine Operators and Tenders,Production,21402.354691,7,10,12,22,20778.95,24452.9,45231.85,4,0.426912,0.452948,9.209651,0.008895,0.006479,0.000683,0.04724,146
8720,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production,25704.178783,7,17,9,26,42988.55,14188.21,57176.76,4,0.424038,0.448035,3.436609,0.013541,0.006254,0.000987,0.080733,68
9300,"Sailors and marine oilers, and ship engineers",Transportation and Material Moving,29593.154973,7,4,7,11,5499.67,15920.54,21420.21,4,0.425265,0.447846,0.338573,0.003948,0.00647,0.000508,0.02822,57
6130,Logging Workers,"Farming, Fisheries, and Forestry",22652.046295,7,5,3,8,6709.66,4653.51,11363.17,4,0.392698,0.412509,3.577237,0.005085,0.001587,0.000487,0.022216,106
8200,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Production,29135.840806,7,8,4,12,11885.85,9316.65,21202.5,4,0.406452,0.427438,3.021701,0.007344,0.002975,0.000638,0.050213,120
7140,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair",47940.181365,3,12,7,19,28623.5,9976.73,38600.23,4,0.386165,0.408352,63.362048,0.007621,0.002564,0.001027,0.037176,174
7110,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair",31844.733066,3,1,3,4,1495.35,3273.06,4768.41,4,0.410615,0.43065,0.306549,0.00144,0.002616,0.000373,0.009956,174
6720,Hazardous Materials Removal Workers,Construction,34635.987853,7,6,7,13,11303.84,8355.18,19659.02,4,0.410615,0.434051,14.673009,0.006334,0.003624,0.000646,0.031551,169
7320,Home Appliance Repairers,"Installation, Maintenance, and Repair",31633.766267,3,5,4,9,17031.03,10445.53,27476.56,4,0.363861,0.381708,13.491618,0.004537,0.001325,0.000592,0.016651,174
7330,Industrial and Refractory Machinery Mechanics,"Installation, Maintenance, and Repair",58268.348704,3,13,21,34,39301.51,57604.78,96906.29,4,0.447262,0.477324,808.931216,0.006029,0.006713,0.001332,0.0317,174
7360,Millwrights,"Installation, Maintenance, and Repair",33033.012531,3,6,1,7,17315.93,2003.82,19319.75,5,0.310563,0.319652,1.690516,0.004096,0.00014,0.000718,0.029881,174
7240,Small Engine Mechanics,"Installation, Maintenance, and Repair",26599.025617,3,5,2,7,11232.5,5133,16365.5,4,0.379192,0.396636,7.538652,0.003772,0.00135,0.000648,0.013872,174
9240,Railroad Conductors and Yardmasters,Transportation and Material Moving,42876.66004,7,7,4,11,19506.77,6642.65,26149.42,4,0.384817,0.40514,7.357584,0.005761,0.002419,0.000723,0.029068,131
7740,Structural Metal Fabricators and Fitters,Production,47971.532856,7,4,6,10,10600.87,7247.24,17848.11,4,0.427326,0.448791,1.42655,0.002486,0.004854,0.0005,0.017961,164
6430,Paperhangers,Construction,11282.543339,7,7,5,12,10967.91,7839.68,18807.59,4,0.415646,0.437453,9.115561,0.006445,0.002509,0.000633,0.031405,169
7210,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair",41304.331871,3,9,4,13,11860.08,8349.63,20209.71,4,0.389232,0.409486,33.824481,0.00244,0.002235,0.001052,0.014129,174
8130,Tool and Die Makers,Production,35964.454735,7,3,8,11,5136.62,11312.91,16449.53,4,0.427326,0.450302,2.633021,0.002685,0.004461,0.00045,0.01816,164
8340,Shoe Machine Operators and Tenders,Production,17951.906503,7,7,7,14,3930.8,5210.82,9141.62,4,0.38992,0.412698,1.104756,0.006653,0.003423,0.000591,0.034534,135
9040,Air Traffic Controllers and Airfield Operations Specialists,Transportation and Material Moving,74140.416818,7,3,5,8,2904.19,24210.83,27115.02,4,0.369656,0.389456,0.437368,0.002118,0.003797,0.000474,0.016341,15
9510,Crane and Tower Operators,Transportation and Material Moving,46994.948043,7,6,6,12,9648.23,9171.23,18819.46,4,0.404959,0.428005,0.154524,0.006016,0.005083,0.000524,0.027723,131
7030,Avionics Technicians,"Installation, Maintenance, and Repair",40297.951762,3,4,3,7,12118.19,6834.85,18953.04,5,0.326909,0.337982,19.729418,0.001249,0.000233,0.000664,0.011474,174
6840,Mining Machine Operators,Extraction,43546.335953,3,4,3,7,3355.69,3324.82,6680.51,5,0.310563,0.319955,1323.886638,0.002112,0.000076,0.000767,0.010401,69
6700,Elevator Installers and Repairers,Construction,63459.96754,7,1,2,3,3629.06,1491.1,5120.16,4,0.400181,0.419879,0.180576,0.001128,0.001827,0.000377,0.008454,169
6250,"Cement Masons, Concrete Finishers, and Terrazzo Workers",Construction,19571.326906,7,2,4,6,4256.5,12554.48,16810.98,5,0.343726,0.35616,1.597917,0.002005,0.000895,0.00037,0.000482,166
8730,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production,22446.076059,7,7,8,15,20662.89,10585.81,31248.7,4,0.443216,0.464097,50.010462,0.004602,0.005927,0.000635,0.020851,135
6300,"Paving, Surfacing, and Tamping Equipment Operators",Construction,32686.448179,7,0,3,3,0,2766.11,2766.11,5,0.343434,0.354789,0,0,0.000827,0.000339,0,109
6515,Roofers,Construction,20990.667474,7,8,4,12,27875.3,7655.43,35530.73,5,0.320029,0.332389,9.26754,0.003316,0.000358,0.000972,0.012023,169
6500,Reinforcing Iron and Rebar Workers,Construction,65600,7,2,0,2,2871,0,2871,0,0,0,0,0.000356,0,0.000501,0.00354,169
6710,Fence Erectors,Construction,22119.539546,7,2,1,3,5955.12,668.63,6623.75,4,0.343726,0.354686,0.17719,0.002192,0.000672,0.00041,0.002888,169
6530,Structural Iron and Steel Workers,Construction,35352.183842,7,1,3,4,1698.63,12510.36,14208.99,4,0.381818,0.401361,0.695416,0.000048,0.001755,0.000458,0.000684,169
6800,"Derrick, rotary drill, and service unit operators, and roustabouts, oil, gas, and mining",Extraction,78596.552845,3,1,2,3,2062.58,5606.35,7668.93,5,0.255652,0.262472,4.763175,0.000001,0.000065,0.000556,0.000243,69
6830,"Explosives Workers, Ordnance Handling Experts, and Blasters",Extraction,30716.638503,3,2,0,2,2188.43,0,2188.43,0,0,0,0,0.000002,0,0.000793,0.000365,69
6820,"Earth Drillers, Except Oil and Gas",Extraction,67337.591328,3,1,1,2,1086,2137,3223,6,0.237379,0.242383,0,0.000709,0.000024,0.000342,0.000116,69
7350,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair",40169.983493,3,4,4,8,3186.37,4004.03,7190.4,4,0.395161,0.415533,20.865963,0.000361,0.002529,0.000689,0.003679,174
